#proteinId	gotermId	goName	gotermType	goAcc
21001	3878	spliceosome	cellular_component	GO:0005681
513315	2528	carbamoyl-phosphate synthase activity	molecular_function	GO:0004086
513315	2530	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0004088
513332	10166	cell wall catabolic process	biological_process	GO:0016998
513332	4143	carbohydrate metabolic process	biological_process	GO:0005975
513332	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
513332	2290	catalytic activity	molecular_function	GO:0003824
513344	2916	ribonuclease P activity	molecular_function	GO:0004526
513355	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
513355	5323	intracellular signaling cascade	biological_process	GO:0007242
513355	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
513355	6276	carbohydrate transport	biological_process	GO:0008643
513355	9320	membrane	cellular_component	GO:0016020
513355	3546	transporter activity	molecular_function	GO:0005215
513355	4927	transport	biological_process	GO:0006810
513355	9321	integral to membrane	cellular_component	GO:0016021
513355	6356	L-arabinose isomerase activity	molecular_function	GO:0008733
513377	3737	GTP binding	molecular_function	GO:0005525
513377	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
513377	2378	GTPase activity	molecular_function	GO:0003924
513377	3727	protein binding	molecular_function	GO:0005515
513377	4994	intracellular protein transport	biological_process	GO:0006886
513377	5019	nucleocytoplasmic transport	biological_process	GO:0006913
513377	5250	signal transduction	biological_process	GO:0007165
513377	3736	ATP binding	molecular_function	GO:0005524
513377	3827	intracellular	cellular_component	GO:0005622
513377	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
513377	5814	transcription factor binding	molecular_function	GO:0008134
513377	8400	protein transport	biological_process	GO:0015031
513377	2379	small monomeric GTPase activity	molecular_function	GO:0003925
513405	2241	motor activity	molecular_function	GO:0003774
513405	9681	myosin complex	cellular_component	GO:0016459
513411	19030	sequence-specific DNA binding	molecular_function	GO:0043565
513411	6217	myosin ATPase activity	molecular_function	GO:0008570
513412	3727	protein binding	molecular_function	GO:0005515
513412	3930	cytoplasm	cellular_component	GO:0005737
513412	2585	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
513412	2803	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
513412	2804	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
513412	5765	N-acetyltransferase activity	molecular_function	GO:0008080
513412	6038	O-acyltransferase activity	molecular_function	GO:0008374
513412	6075	acyltransferase activity	molecular_function	GO:0008415
513412	6565	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity	molecular_function	GO:0008951
513412	9635	carnitine O-acyltransferase activity	molecular_function	GO:0016406
513412	9636	acetyltransferase activity	molecular_function	GO:0016407
513412	9637	C-acyltransferase activity	molecular_function	GO:0016408
513412	9638	palmitoyltransferase activity	molecular_function	GO:0016409
513412	9639	N-acyltransferase activity	molecular_function	GO:0016410
513412	9640	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
513412	9641	serine O-acyltransferase activity	molecular_function	GO:0016412
513412	9642	O-acetyltransferase activity	molecular_function	GO:0016413
513412	9643	O-octanoyltransferase activity	molecular_function	GO:0016414
513412	9644	octanoyltransferase activity	molecular_function	GO:0016415
513412	9645	O-palmitoyltransferase activity	molecular_function	GO:0016416
513412	9646	S-acyltransferase activity	molecular_function	GO:0016417
513412	9647	S-acetyltransferase activity	molecular_function	GO:0016418
513412	9648	S-malonyltransferase activity	molecular_function	GO:0016419
513412	9649	malonyltransferase activity	molecular_function	GO:0016420
513412	9676	C-palmitoyltransferase activity	molecular_function	GO:0016454
513412	9947	succinyltransferase activity	molecular_function	GO:0016748
513412	9948	N-succinyltransferase activity	molecular_function	GO:0016749
513412	9949	O-succinyltransferase activity	molecular_function	GO:0016750
513412	9950	S-succinyltransferase activity	molecular_function	GO:0016751
513412	9951	sinapoyltransferase activity	molecular_function	GO:0016752
513412	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
513412	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
513412	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
513412	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
513412	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
513412	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
513412	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
513412	11391	myristoyltransferase activity	molecular_function	GO:0019107
513412	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
513412	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
513412	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
513412	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
513412	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
513412	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
513412	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
513412	19270	keto acid formate lyase activity	molecular_function	GO:0043806
513412	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
513412	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
513420	9985	hydrolase activity	molecular_function	GO:0016787
513420	2846	isopentenyl-diphosphate delta-isomerase activity	molecular_function	GO:0004452
513420	5967	isoprenoid biosynthetic process	biological_process	GO:0008299
513451	6214	dynein ATPase activity	molecular_function	GO:0008567
513455	3727	protein binding	molecular_function	GO:0005515
513465	2700	subtilase activity	molecular_function	GO:0004289
513465	4639	proteolysis	biological_process	GO:0006508
513465	2687	cerevisin activity	molecular_function	GO:0004262
513495	13135	carbohydrate binding	molecular_function	GO:0030246
513503	2458	adenosylmethionine decarboxylase activity	molecular_function	GO:0004014
513503	4726	spermine biosynthetic process	biological_process	GO:0006597
513503	5963	spermidine biosynthetic process	biological_process	GO:0008295
513505	5830	metabolic process	biological_process	GO:0008152
513505	5846	methyltransferase activity	molecular_function	GO:0008168
513516	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
513516	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
513516	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
513516	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
513516	16888	RNA polymerase activity	molecular_function	GO:0034062
513521	5830	metabolic process	biological_process	GO:0008152
513524	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
513524	16887	DNA polymerase activity	molecular_function	GO:0034061
513539	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
513539	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
513539	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
513539	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
513539	3050	casein kinase activity	molecular_function	GO:0004680
513539	3051	casein kinase I activity	molecular_function	GO:0004681
513539	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
513539	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
513539	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
513539	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
513539	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
513539	3067	atypical protein kinase C activity	molecular_function	GO:0004700
513539	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
513539	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
513539	3071	JUN kinase activity	molecular_function	GO:0004705
513539	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
513539	3074	MAP kinase kinase activity	molecular_function	GO:0004708
513539	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
513539	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
513539	3084	Janus kinase activity	molecular_function	GO:0004718
513539	6004	MAP kinase 1 activity	molecular_function	GO:0008338
513539	6005	MP kinase activity	molecular_function	GO:0008339
513539	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
513539	6196	JUN kinase kinase activity	molecular_function	GO:0008545
513539	10102	MAP kinase 2 activity	molecular_function	GO:0016908
513539	10103	SAP kinase activity	molecular_function	GO:0016909
513539	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
513539	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
513539	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
513560	4440	DNA repair	biological_process	GO:0006281
513560	3827	intracellular	cellular_component	GO:0005622
513560	2214	telomerase activity	molecular_function	GO:0003720
513560	2217	RNA helicase activity	molecular_function	GO:0003724
513560	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
513560	2355	DNA primase activity	molecular_function	GO:0003896
513560	3140	sulfate adenylyltransferase activity	molecular_function	GO:0004779
513560	5866	RNA guanylyltransferase activity	molecular_function	GO:0008192
513560	5867	tRNA guanylyltransferase activity	molecular_function	GO:0008193
513560	6520	mannose-phosphate guanylyltransferase activity	molecular_function	GO:0008905
513560	16508	DNA/RNA helicase activity	molecular_function	GO:0033677
513560	18825	CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase	molecular_function	GO:0043338
513560	19278	phospholactate guanylyltransferase activity	molecular_function	GO:0043814
513604	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
513610	2175	nucleic acid binding	molecular_function	GO:0003676
513610	5939	zinc ion binding	molecular_function	GO:0008270
513628	2175	nucleic acid binding	molecular_function	GO:0003676
513628	3827	intracellular	cellular_component	GO:0005622
513628	4927	transport	biological_process	GO:0006810
513630	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
513630	16887	DNA polymerase activity	molecular_function	GO:0034061
513636	3736	ATP binding	molecular_function	GO:0005524
513636	4927	transport	biological_process	GO:0006810
513636	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
513636	9320	membrane	cellular_component	GO:0016020
513636	281	magnesium ion binding	molecular_function	GO:0000287
513636	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
513636	9220	phospholipid transport	biological_process	GO:0015914
513636	9321	integral to membrane	cellular_component	GO:0016021
513654	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
513654	3782	extracellular region	cellular_component	GO:0005576
513654	4143	carbohydrate metabolic process	biological_process	GO:0005975
513654	13137	cellulose binding	molecular_function	GO:0030248
513655	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
513655	3782	extracellular region	cellular_component	GO:0005576
513655	4143	carbohydrate metabolic process	biological_process	GO:0005975
513655	13137	cellulose binding	molecular_function	GO:0030248
513655	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
